term_str,n,p
fell,9,0.00010806527142394006
intimate,9,0.00010806527142394006
pray,9,0.00010806527142394006
actually,9,0.00010806527142394006
move,9,0.00010806527142394006
interval,9,0.00010806527142394006
quietly,9,0.00010806527142394006
admit,9,0.00010806527142394006
necessity,9,0.00010806527142394006
proved,9,0.00010806527142394006
indifferent,9,0.00010806527142394006
attend,9,0.00010806527142394006
recollection,9,0.00010806527142394006
dress,9,0.00010806527142394006
anywhere,9,0.00010806527142394006
stopped,9,0.00010806527142394006
warmly,9,0.00010806527142394006
compliments,9,0.00010806527142394006
follow,9,0.00010806527142394006
absence,9,0.00010806527142394006
ones,9,0.00010806527142394006
listening,9,0.00010806527142394006
work,9,0.00010806527142394006
closed,9,0.00010806527142394006
thoughts,9,0.00010806527142394006
visited,9,0.00010806527142394006
otherwise,9,0.00010806527142394006
motive,9,0.00010806527142394006
divided,9,0.00010806527142394006
capable,9,0.00010806527142394006
humour,9,0.00010806527142394006
five,9,0.00010806527142394006
send,9,0.00010806527142394006
enquiries,9,0.00010806527142394006
excite,9,0.00010806527142394006
fall,9,0.00010806527142394006
recommend,9,0.00010806527142394006
following,9,0.00010806527142394006
drawingroom,9,0.00010806527142394006
praise,9,0.00010806527142394006
cheerful,9,0.00010806527142394006
forgotten,9,0.00010806527142394006
arrived,9,0.00010806527142394006
arrival,9,0.00010806527142394006
escape,9,0.00010806527142394006
features,9,0.00010806527142394006
soul,9,0.00010806527142394006
solicitude,9,0.00010806527142394006
views,9,0.00010806527142394006
nerves,9,0.00010806527142394006
equally,9,0.00010806527142394006
boys,9,0.00010806527142394006
subjects,9,0.00010806527142394006
gratification,8,9.605801904350227e-05
story,8,9.605801904350227e-05
burst,8,9.605801904350227e-05
form,8,9.605801904350227e-05
exclaimed,8,9.605801904350227e-05
habit,8,9.605801904350227e-05
consequently,8,9.605801904350227e-05
loss,8,9.605801904350227e-05
minute,8,9.605801904350227e-05
picture,8,9.605801904350227e-05
ay,8,9.605801904350227e-05
hold,8,9.605801904350227e-05
fail,8,9.605801904350227e-05
gradually,8,9.605801904350227e-05
standing,8,9.605801904350227e-05
lives,8,9.605801904350227e-05
increased,8,9.605801904350227e-05
spot,8,9.605801904350227e-05
event,8,9.605801904350227e-05
setting,8,9.605801904350227e-05
elizabeths,8,9.605801904350227e-05
number,8,9.605801904350227e-05
secret,8,9.605801904350227e-05
names,8,9.605801904350227e-05
reflection,8,9.605801904350227e-05
arms,8,9.605801904350227e-05
admirals,8,9.605801904350227e-05
arm,8,9.605801904350227e-05
furniture,8,9.605801904350227e-05
steps,8,9.605801904350227e-05
shewn,8,9.605801904350227e-05
distinguished,8,9.605801904350227e-05
spent,8,9.605801904350227e-05
monkford,8,9.605801904350227e-05
deserved,8,9.605801904350227e-05
judgement,8,9.605801904350227e-05
impression,8,9.605801904350227e-05
today,8,9.605801904350227e-05
immediate,8,9.605801904350227e-05
laconia,8,9.605801904350227e-05
interrupted,8,9.605801904350227e-05
shewed,8,9.605801904350227e-05
fallen,8,9.605801904350227e-05
observation,8,9.605801904350227e-05
aunt,8,9.605801904350227e-05
pardon,8,9.605801904350227e-05
emotion,8,9.605801904350227e-05
cheeks,8,9.605801904350227e-05
ease,8,9.605801904350227e-05
judge,8,9.605801904350227e-05
month,8,9.605801904350227e-05
civility,8,9.605801904350227e-05
enjoy,8,9.605801904350227e-05
purpose,8,9.605801904350227e-05
book,8,9.605801904350227e-05
scheme,8,9.605801904350227e-05
pay,8,9.605801904350227e-05
bless,8,9.605801904350227e-05
beg,8,9.605801904350227e-05
sailors,8,9.605801904350227e-05
deep,8,9.605801904350227e-05
astonished,8,9.605801904350227e-05
families,8,9.605801904350227e-05
greatest,8,9.605801904350227e-05
public,8,9.605801904350227e-05
matters,8,9.605801904350227e-05
observing,8,9.605801904350227e-05
favourite,8,9.605801904350227e-05
smiths,8,9.605801904350227e-05
notions,8,9.605801904350227e-05
roused,8,9.605801904350227e-05
recovering,8,9.605801904350227e-05
conviction,8,9.605801904350227e-05
changed,8,9.605801904350227e-05
proud,8,9.605801904350227e-05
affairs,8,9.605801904350227e-05
reading,8,9.605801904350227e-05
tolerable,8,9.605801904350227e-05
womans,8,9.605801904350227e-05
persuade,8,9.605801904350227e-05
receive,8,9.605801904350227e-05
previously,8,9.605801904350227e-05
dark,8,9.605801904350227e-05
exertion,8,9.605801904350227e-05
henriettas,8,9.605801904350227e-05
convey,8,9.605801904350227e-05
earlier,8,9.605801904350227e-05
entered,8,9.605801904350227e-05
confusion,8,9.605801904350227e-05
circle,8,9.605801904350227e-05
whatever,8,9.605801904350227e-05
acknowledge,8,9.605801904350227e-05
ceased,8,9.605801904350227e-05
marrying,8,9.605801904350227e-05
line,8,9.605801904350227e-05
writing,8,9.605801904350227e-05
neighbours,8,9.605801904350227e-05
theirs,8,9.605801904350227e-05
thousand,8,9.605801904350227e-05
quick,8,9.605801904350227e-05
act,8,9.605801904350227e-05
acknowledged,8,9.605801904350227e-05
westgate,7,8.405076666306449e-05
seriously,7,8.405076666306449e-05
mamma,7,8.405076666306449e-05
chair,7,8.405076666306449e-05
comes,7,8.405076666306449e-05
sofa,7,8.405076666306449e-05
struggle,7,8.405076666306449e-05
agree,7,8.405076666306449e-05
passing,7,8.405076666306449e-05
proposed,7,8.405076666306449e-05
watch,7,8.405076666306449e-05
indies,7,8.405076666306449e-05
rooke,7,8.405076666306449e-05
laura,7,8.405076666306449e-05
thrown,7,8.405076666306449e-05
sudden,7,8.405076666306449e-05
laughing,7,8.405076666306449e-05
refused,7,8.405076666306449e-05
knows,7,8.405076666306449e-05
says,7,8.405076666306449e-05
excited,7,8.405076666306449e-05
entering,7,8.405076666306449e-05
dancing,7,8.405076666306449e-05
accident,7,8.405076666306449e-05
friendly,7,8.405076666306449e-05
expression,7,8.405076666306449e-05
illness,7,8.405076666306449e-05
conscious,7,8.405076666306449e-05
mans,7,8.405076666306449e-05
choice,7,8.405076666306449e-05
habits,7,8.405076666306449e-05
led,7,8.405076666306449e-05
curate,7,8.405076666306449e-05
died,7,8.405076666306449e-05
hard,7,8.405076666306449e-05
body,7,8.405076666306449e-05
expressed,7,8.405076666306449e-05
during,7,8.405076666306449e-05
intention,7,8.405076666306449e-05
visits,7,8.405076666306449e-05
carried,7,8.405076666306449e-05
catch,7,8.405076666306449e-05
music,7,8.405076666306449e-05
clever,7,8.405076666306449e-05
plain,7,8.405076666306449e-05
intended,7,8.405076666306449e-05
suddenly,7,8.405076666306449e-05
glow,7,8.405076666306449e-05
concerned,7,8.405076666306449e-05
courage,7,8.405076666306449e-05
recovered,7,8.405076666306449e-05
war,7,8.405076666306449e-05
sought,7,8.405076666306449e-05
considerable,7,8.405076666306449e-05
held,7,8.405076666306449e-05
improvement,7,8.405076666306449e-05
excuse,7,8.405076666306449e-05
momentary,7,8.405076666306449e-05
speech,7,8.405076666306449e-05
collected,7,8.405076666306449e-05
difficulty,7,8.405076666306449e-05
connexions,7,8.405076666306449e-05
close,7,8.405076666306449e-05
gentle,7,8.405076666306449e-05
repeated,7,8.405076666306449e-05
settle,7,8.405076666306449e-05
felicity,7,8.405076666306449e-05
authority,7,8.405076666306449e-05
prevent,7,8.405076666306449e-05
moved,7,8.405076666306449e-05
safely,7,8.405076666306449e-05
quarter,7,8.405076666306449e-05
sigh,7,8.405076666306449e-05
parted,7,8.405076666306449e-05
support,7,8.405076666306449e-05
note,7,8.405076666306449e-05
secure,7,8.405076666306449e-05
horror,7,8.405076666306449e-05
light,7,8.405076666306449e-05
rational,7,8.405076666306449e-05
admire,7,8.405076666306449e-05
bloom,7,8.405076666306449e-05
fancy,7,8.405076666306449e-05
elegance,7,8.405076666306449e-05
smiles,7,8.405076666306449e-05
apparent,7,8.405076666306449e-05
sufficient,7,8.405076666306449e-05
disposition,7,8.405076666306449e-05
remaining,7,8.405076666306449e-05
opposition,7,8.405076666306449e-05
seven,7,8.405076666306449e-05
excessively,7,8.405076666306449e-05
principle,7,8.405076666306449e-05
plymouth,7,8.405076666306449e-05
luck,7,8.405076666306449e-05
ourselves,7,8.405076666306449e-05
parties,7,8.405076666306449e-05
steady,7,8.405076666306449e-05
important,7,8.405076666306449e-05
unable,7,8.405076666306449e-05
learnt,7,8.405076666306449e-05
honours,7,8.405076666306449e-05
decision,7,8.405076666306449e-05
principal,7,8.405076666306449e-05
whenever,7,8.405076666306449e-05
lose,7,8.405076666306449e-05
infinitely,7,8.405076666306449e-05
illused,7,8.405076666306449e-05
amiable,7,8.405076666306449e-05
eagerly,7,8.405076666306449e-05
delightful,7,8.405076666306449e-05
younger,7,8.405076666306449e-05
companions,7,8.405076666306449e-05
decidedly,7,8.405076666306449e-05
recover,6,7.204351428262671e-05
wild,6,7.204351428262671e-05
england,6,7.204351428262671e-05
assistance,6,7.204351428262671e-05
asp,6,7.204351428262671e-05
grant,6,7.204351428262671e-05
broken,6,7.204351428262671e-05
west,6,7.204351428262671e-05
cordiality,6,7.204351428262671e-05
distinguish,6,7.204351428262671e-05
precious,6,7.204351428262671e-05
declared,6,7.204351428262671e-05
self,6,7.204351428262671e-05
grace,6,7.204351428262671e-05
recovery,6,7.204351428262671e-05
composure,6,7.204351428262671e-05
essential,6,7.204351428262671e-05
occasionally,6,7.204351428262671e-05
particulars,6,7.204351428262671e-05
telling,6,7.204351428262671e-05
husbands,6,7.204351428262671e-05
arranged,6,7.204351428262671e-05
corner,6,7.204351428262671e-05
daily,6,7.204351428262671e-05
delay,6,7.204351428262671e-05
recommendation,6,7.204351428262671e-05
proceeded,6,7.204351428262671e-05
offer,6,7.204351428262671e-05
supposing,6,7.204351428262671e-05
folly,6,7.204351428262671e-05
accordingly,6,7.204351428262671e-05
thirty,6,7.204351428262671e-05
cause,6,7.204351428262671e-05
recollected,6,7.204351428262671e-05
impressions,6,7.204351428262671e-05
enter,6,7.204351428262671e-05
probable,6,7.204351428262671e-05
pretend,6,7.204351428262671e-05
kindly,6,7.204351428262671e-05
inconvenient,6,7.204351428262671e-05
houses,6,7.204351428262671e-05
guess,6,7.204351428262671e-05
quitting,6,7.204351428262671e-05
command,6,7.204351428262671e-05
cure,6,7.204351428262671e-05
thoroughly,6,7.204351428262671e-05
dalrymples,6,7.204351428262671e-05
supply,6,7.204351428262671e-05
communication,6,7.204351428262671e-05
memory,6,7.204351428262671e-05
decent,6,7.204351428262671e-05
risk,6,7.204351428262671e-05
ways,6,7.204351428262671e-05
respects,6,7.204351428262671e-05
strangers,6,7.204351428262671e-05
comparison,6,7.204351428262671e-05
sending,6,7.204351428262671e-05
language,6,7.204351428262671e-05
impatient,6,7.204351428262671e-05
streets,6,7.204351428262671e-05
sweet,6,7.204351428262671e-05
human,6,7.204351428262671e-05
papa,6,7.204351428262671e-05
absurd,6,7.204351428262671e-05
lively,6,7.204351428262671e-05
sophy,6,7.204351428262671e-05
feared,6,7.204351428262671e-05
taunton,6,7.204351428262671e-05
suspect,6,7.204351428262671e-05
intelligence,6,7.204351428262671e-05
readily,6,7.204351428262671e-05
dead,6,7.204351428262671e-05
hurry,6,7.204351428262671e-05
deeply,6,7.204351428262671e-05
receiving,6,7.204351428262671e-05
above,6,7.204351428262671e-05
sentiment,6,7.204351428262671e-05
mourning,6,7.204351428262671e-05
drawn,6,7.204351428262671e-05
unfeeling,6,7.204351428262671e-05
careless,6,7.204351428262671e-05
wretched,6,7.204351428262671e-05
brothers,6,7.204351428262671e-05
run,6,7.204351428262671e-05
paid,6,7.204351428262671e-05
regular,6,7.204351428262671e-05
freckles,6,7.204351428262671e-05
education,6,7.204351428262671e-05
pursuits,6,7.204351428262671e-05
cool,6,7.204351428262671e-05
north,6,7.204351428262671e-05
space,6,7.204351428262671e-05
politeness,6,7.204351428262671e-05
scenes,6,7.204351428262671e-05
goodwill,6,7.204351428262671e-05
hayters,6,7.204351428262671e-05
effects,6,7.204351428262671e-05
exquisite,6,7.204351428262671e-05
wise,6,7.204351428262671e-05
possession,6,7.204351428262671e-05
rendered,6,7.204351428262671e-05
accommodations,6,7.204351428262671e-05
amused,6,7.204351428262671e-05
interference,6,7.204351428262671e-05
hurried,6,7.204351428262671e-05
ship,6,7.204351428262671e-05
station,6,7.204351428262671e-05
hopeless,6,7.204351428262671e-05
nineteen,6,7.204351428262671e-05
draw,6,7.204351428262671e-05
grounds,6,7.204351428262671e-05
mutual,6,7.204351428262671e-05
write,6,7.204351428262671e-05
points,6,7.204351428262671e-05
learn,6,7.204351428262671e-05
christmas,6,7.204351428262671e-05
beautiful,6,7.204351428262671e-05
easily,6,7.204351428262671e-05
delight,6,7.204351428262671e-05
quitted,6,7.204351428262671e-05
consent,6,7.204351428262671e-05
conveyed,6,7.204351428262671e-05
forty,6,7.204351428262671e-05
cheerfulness,6,7.204351428262671e-05
sad,6,7.204351428262671e-05
ventured,6,7.204351428262671e-05
accept,6,7.204351428262671e-05
suited,6,7.204351428262671e-05
lines,6,7.204351428262671e-05
proceed,6,7.204351428262671e-05
agony,6,7.204351428262671e-05
various,6,7.204351428262671e-05
relief,6,7.204351428262671e-05
events,6,7.204351428262671e-05
persuasion,6,7.204351428262671e-05
attended,6,7.204351428262671e-05
thats,6,7.204351428262671e-05
attentive,6,7.204351428262671e-05
naval,6,7.204351428262671e-05
cut,6,7.204351428262671e-05
obliging,6,7.204351428262671e-05
conscience,6,7.204351428262671e-05
lucky,6,7.204351428262671e-05
moreover,6,7.204351428262671e-05
naturally,6,7.204351428262671e-05
servants,6,7.204351428262671e-05
makes,6,7.204351428262671e-05
worst,6,7.204351428262671e-05
arrangements,6,7.204351428262671e-05
higher,6,7.204351428262671e-05
single,6,7.204351428262671e-05
remembrance,6,7.204351428262671e-05
belonged,6,7.204351428262671e-05
opposite,6,7.204351428262671e-05
latter,6,7.204351428262671e-05
convince,6,7.204351428262671e-05
james,6,7.204351428262671e-05
fortitude,6,7.204351428262671e-05
consideration,6,7.204351428262671e-05
independence,6,7.204351428262671e-05
failed,6,7.204351428262671e-05
disappointed,6,7.204351428262671e-05
thirteen,6,7.204351428262671e-05
information,6,7.204351428262671e-05
succeeded,6,7.204351428262671e-05
distressed,6,7.204351428262671e-05
distant,6,7.204351428262671e-05
happiest,6,7.204351428262671e-05
earnest,6,7.204351428262671e-05
happily,6,7.204351428262671e-05
precisely,6,7.204351428262671e-05
greatly,6,7.204351428262671e-05
material,6,7.204351428262671e-05
borne,6,7.204351428262671e-05
induced,6,7.204351428262671e-05
private,6,7.204351428262671e-05
totally,6,7.204351428262671e-05
apparently,6,7.204351428262671e-05
introduction,6,7.204351428262671e-05
rise,6,7.204351428262671e-05
mistress,6,7.204351428262671e-05
foot,6,7.204351428262671e-05
twice,6,7.204351428262671e-05
add,6,7.204351428262671e-05
save,6,7.204351428262671e-05
estate,6,7.204351428262671e-05
caution,6,7.204351428262671e-05
